"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"1477",31,21,0,1,156,2.7,1.23,0.21,2.98,1.09,0,2,1,17,4,4,1,0,1,0,0,0,0,0,1,6,1,1,1,44,1,0,1,0,0,1,0,1,0,0,9,5,0,0,0,2,2,1,0,13,1,13,15,2,33.3,1,25,1,10.55,2.36,264.6,1,19.75,2.98,526.9,6.27,1,72.6,1710.7,1,17.5,2.86,410,6.02,1,110.35,4.7,2641,7.88,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,0,0,1,"4","1","October","2","0","1","3","0","64","0","3","2","4","3","4","medium_spend_cust"
"1487",61,19,0,3,22,10.5,0.47,-0.76,1.84,0.61,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,21,1,0,0,0,0,0,1,0,0,0,9,2,0,0,0,1,3,2,1,7,0,2,15,10,410.03,0,16,1,4.25,1.45,76.85,1,12,2.48,167.25,5.12,1,35.05,603,0,0,2.25,0,4.91,0,0,2.82,0,5.42,0,0,0,0,0,1,1,1,1,12,1,0,1,1,1,1,1,0,0,0,0,0,"1","0","October","2","0","1","2","1","10.6","0","2","2","1","2","3","medium_spend_cust"
"1488",62,15,1,15,68,1.5,0.7,-0.36,0.32,-1.13,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,26,1,1,0,0,0,0,0,0,0,0,9,6,0,0,0,2,1,2,1,7,0,4,10,6,208.08,0,14,1,4.45,1.49,78.05,1,33.75,3.52,445.65,6.1,0,0,0,1,15.75,2.76,215,5.37,1,23.9,3.17,295.95,5.69,1,0,0,1,1,1,1,1,1,16,1,1,1,0,0,1,1,1,0,0,0,0,"2","1","September","5","0","1","5","0","40.7","0","3","3","2","2","0","medium_spend_cust"
"1502",51,9,0,22,57,0.7,0.08,-2.47,0.31,-1.16,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,32,0,1,0,0,0,0,0,1,0,0,9,6,1,0,1,4,1,4,0,33,0,27,6,2,64.7,1,68,0,31.9,3.46,2163,1,46.5,3.84,3038.45,8.02,0,0,0,1,20.25,3.01,1380,7.23,0,0,2.87,0,6.87,1,0,0,1,1,1,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","October","4","0","2","3","1","20.2","1","3","1","3","1","0","low_spend_cust"
"1506",18,13,0,0,25,7.5,0.81,-0.21,1.07,0.06,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,0,8,21,0,0,0,1,1,0,0,1,1,0,9,4,0,0,0,3,4,4,1,0,1,0,9,9,281.37,1,2,0,7.2,1.97,20.9,0,0,2.08,0,2.3,0,0,0,1,12.5,2.53,5,1.61,0,0,2.68,0,2.68,0,0,0,1,1,1,0,0,1,13,1,1,1,0,0,0,1,0,0,0,0,0,"5","0","August","2","0","3","1","-1","-1","-1","4","3","1","1","0","low_spend_cust"
"1508",21,12,1,1,20,1.7,0.05,-3.1,0.29,-1.22,0,1,1,9,1,4,3,0,1,0,0,0,0,2,1,1,1,0,3,24,0,0,1,0,1,0,0,0,0,0,9,4,0,1,1,3,4,4,1,3,0,3,9,1,11.06,1,18,1,5.15,1.64,82.8,1,25.25,3.23,488.9,6.19,0,0,0,0,0,1.83,0,4.7,0,0,2.82,0,5.75,0,0,0,1,1,0,1,0,1,18,1,1,1,0,0,1,0,0,0,0,1,0,"2","0","November","1","0","1","1","0","9","1","5","4","4","1","0","low_spend_cust"
"1514",74,7,0,11,11,11.8,0.88,-0.12,0.41,-0.88,0,3,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,1,1,4,26,0,0,0,1,0,0,0,0,0,0,9,2,1,1,0,2,1,1,0,25,0,13,8,7,88.28,0,41,0,9.3,2.23,365.4,0,0,2.17,0,5.69,0,0,0,1,27,3.3,1005,6.91,0,0,2.82,0,6.43,1,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,"4","1","February","2","1","1","3","1","5.4","1","5","2","3","2","0","low_spend_cust"
"1516",26,14,0,3,37,8.6,0.99,-0.01,2.2,0.79,1,3,1,14,2,3,1,1,0,0,0,0,0,0,0,1,1,0,4,29,0,0,1,1,0,0,0,0,1,1,9,6,1,0,0,4,2,4,1,8,0,8,12,6,206.55,1,37,0,8.6,2.15,293.15,1,29.5,3.38,1150.8,7.05,0,0,0,1,16.25,2.79,565,6.34,0,0,2.54,0,6.05,0,0,0,1,1,0,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,1,"5","1","December","3","0","2","2","1","19.2","0","2","3","2","3","0","medium_spend_cust"
"1518",25,20,1,0,40,8.4,1.19,0.17,2.17,0.77,1,2,1,19,4,6,5,0,3,0,2,0,0,0,1,4,1,0,1,28,1,0,0,0,0,0,1,1,0,0,9,4,0,0,1,4,4,1,0,8,1,7,5,1,20.29,1,26,1,7.55,2.02,196.5,1,16.75,2.82,470.95,6.15,1,50.85,1295.35,1,13.75,2.62,380,5.94,1,57.6,4.05,1433.1,7.27,1,1,1,0,1,0,1,1,1,16,1,1,1,1,1,1,1,1,1,0,0,0,"2","1","September","2","0","1","2","0","25.5","1","2","1","3","1","2","low_spend_cust"
"1523",57,9,0,11,54,12,1.59,0.46,4.89,1.59,0,1,1,10,1,4,1,1,0,0,0,0,0,0,1,1,1,0,5,27,0,0,0,1,1,0,0,0,0,0,9,2,1,0,1,5,3,3,0,8,0,6,7,1,19.76,1,27,0,3.7,1.31,92.45,1,21,3.04,551.25,6.31,0,0,0,1,21.5,3.07,555,6.32,0,0,2.54,0,5.74,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,1,1,0,0,0,0,"3","0","February","2","0","3","4","0","25.4","0","2","2","2","2","0","low_spend_cust"
"1526",45,12,0,10,38,4.7,0.17,-1.76,1.61,0.48,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,4,19,0,0,0,1,0,0,0,1,0,0,9,3,1,0,1,2,4,1,0,27,0,20,4,4,48.43,0,51,0,10,2.3,578.75,0,0,2.42,0,6.52,0,0,0,1,15.5,2.74,830,6.72,0,0,2.82,0,6.74,0,0,0,0,0,0,0,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0,"2","1","November","2","0","3","4","0","16.2","0","4","3","4","1","1","low_spend_cust"
"1535",56,12,0,14,102,5.5,2.06,0.72,3.55,1.27,0,2,0,-1,-1,1,4,0,1,3,0,0,0,0,1,2,1,1,1,39,1,0,0,0,1,0,0,0,0,0,1,6,1,1,0,4,3,2,1,28,0,21,13,9,322.6,0,52,0,14.6,2.68,734.5,1,31.25,3.44,1619.45,7.39,1,38.05,1918.95,1,45.5,3.82,2415,7.79,0,0,2.83,0,6.83,1,0,0,1,1,1,1,0,1,14,1,1,1,0,1,0,0,0,1,0,1,0,"3","1","August","1","0","1","4","1","45.9","1","2","1","4","3","0","medium_spend_cust"
"1542",56,20,0,6,76,6.3,2.92,1.07,1.87,0.62,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,0,5,21,0,0,1,0,1,0,0,0,0,0,9,2,1,0,1,4,2,4,0,37,1,26,7,5,207.35,0,67,1,15.25,2.72,1010.8,1,27.25,3.31,1730.8,7.46,1,49.25,3189.1,1,31.25,3.44,2115,7.66,1,36.9,3.61,2381.6,7.78,1,1,1,1,1,1,0,1,1,20,1,1,1,0,1,1,1,1,1,0,0,0,"1","1","November","1","0","3","4","1","39.3","0","1","4","2","3","1","medium_spend_cust"
"1544",41,10,0,4,40,3.9,0.48,-0.74,1.08,0.08,0,2,1,13,2,2,6,0,0,0,0,0,0,6,1,1,1,1,2,35,0,1,0,1,0,0,0,0,0,1,9,3,0,1,0,3,2,1,0,23,0,23,15,5,108.9,1,69,0,22.75,3.12,1518.8,1,29.5,3.38,2028.9,7.62,0,0,0,1,22.75,3.12,1575,7.36,0,0,2.97,0,7.16,1,0,0,0,0,0,1,0,1,23,1,1,1,0,0,0,1,0,1,0,0,0,"4","1","August","1","0","1","3","1","18.9","0","4","3","1","1","0","medium_spend_cust"
"1546",51,17,0,13,70,19.2,6.59,1.88,6.85,1.92,1,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,4,1,0,1,24,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,1,4,1,27,1,22,12,4,138.8,1,64,0,20.9,3.04,1341.15,1,20.5,3.02,1325.65,7.19,1,32.4,1881.3,0,0,2.28,0,6.37,0,0,3.13,0,7.26,1,0,0,1,1,1,1,1,1,20,1,1,1,0,0,0,1,0,1,0,0,0,"1","1","April","3","0","1","4","1","21.2","1","1","3","1","2","0","medium_spend_cust"
"1550",41,22,1,2,40,18.2,4.24,1.45,3.04,1.11,1,4,0,-1,-1,1,7,0,1,0,0,0,0,6,0,3,1,1,1,25,1,0,0,0,1,0,0,0,0,1,9,1,1,0,1,1,4,2,0,2,0,2,8,7,296.03,1,5,1,4.75,1.56,27.95,0,0,2.53,0,4.4,1,32.05,109.9,1,28.75,3.36,125,4.83,0,0,2.64,0,4.02,0,0,1,1,0,0,1,1,1,19,1,1,1,1,1,1,1,1,0,0,0,0,"3","1","October","2","0","2","1","1","17.8","0","4","3","1","1","3","medium_spend_cust"
"1555",79,11,1,6,13,14.1,1.1,0.09,0.74,-0.31,0,3,1,13,2,2,1,1,0,0,0,0,0,0,0,2,0,0,1,20,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,3,0,13,0,12,6,4,175.94,0,48,0,10.85,2.38,557.35,0,0,3.02,0,7.08,0,0,0,1,28.25,3.34,1320,7.19,0,0,2.8,0,6.87,0,0,0,1,1,0,1,0,1,20,1,1,1,0,0,1,0,0,0,0,0,0,"1","0","July","2","1","2","4","1","5.8","0","3","4","4","2","0","low_spend_cust"
"1558",42,20,0,5,80,7.5,1.94,0.66,4.06,1.4,1,3,1,19,4,2,3,1,0,2,0,0,0,0,1,0,-1,1,4,30,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,3,2,4,0,17,0,14,12,4,397.09,1,32,0,5.6,1.72,172.9,0,0,2.14,0,5.49,0,0,0,1,4.25,1.45,115,4.74,0,0,2.82,0,6.09,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,1,1,0,1,0,0,0,"3","1","December","1","0","1","4","-1","-1","-1","2","1","4","2","0","medium_spend_cust"
"1572",27,20,0,0,27,15.4,0.94,-0.06,3.21,1.17,1,1,1,18,4,4,2,2,0,0,0,0,0,0,1,1,1,1,4,31,0,0,1,1,0,0,0,1,0,0,1,2,0,1,1,3,1,2,0,5,0,2,5,3,54.33,1,10,1,3.85,1.35,43.2,0,0,2.25,0,4.67,1,35.75,341.2,0,0,1.95,0,3.81,1,24.5,3.2,220.25,5.39,1,1,1,0,0,0,0,1,1,27,1,1,1,0,1,1,1,1,0,0,0,0,"5","1","December","1","0","3","2","1","15.2","0","4","2","3","3","2","low_spend_cust"
"1578",36,9,0,6,29,3.9,0.2,-1.63,0.94,-0.07,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,4,1,1,1,22,1,1,1,1,0,0,0,0,0,1,9,3,0,0,0,3,2,4,0,15,0,15,9,5,152.24,1,42,1,13.7,2.62,590.05,0,0,2.14,0,5.96,0,0,0,0,0,1.95,0,5.65,0,0,2.68,0,6.45,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","February","2","0","1","2","0","14.8","0","2","2","3","1","0","medium_spend_cust"
"1583",45,15,0,4,68,7,1.15,0.14,3.61,1.28,0,5,1,15,3,2,2,2,0,0,0,0,0,0,1,1,1,0,8,23,0,0,1,1,1,0,0,1,0,1,9,6,1,0,1,4,1,2,0,13,0,10,5,4,92.22,0,22,0,7.4,2,168.05,1,38.75,3.66,880.2,6.78,1,43.4,976.85,1,14.5,2.67,315,5.75,1,41.9,3.74,839.45,6.73,0,1,1,1,1,1,1,0,1,23,1,1,1,1,1,0,1,1,0,0,1,0,"3","0","February","2","0","1","4","1","41.6","0","3","3","3","3","3","low_spend_cust"
"1590",29,19,0,2,29,14.3,2.63,0.97,1.52,0.42,0,2,1,17,4,2,0,0,0,0,0,0,0,0,0,2,0,1,8,24,1,0,0,0,0,0,0,1,0,0,1,4,1,0,1,1,3,2,0,8,0,4,11,3,143.08,1,10,1,4,1.39,48.4,1,20.25,3.01,223.9,5.41,1,36.95,313.6,1,12.75,2.55,105,4.65,1,32.6,3.48,274.2,5.61,0,1,1,1,1,1,1,0,1,23,1,1,0,1,1,1,1,1,0,0,0,0,"4","0","March","3","0","4","2","0","16","0","2","4","4","1","3","medium_spend_cust"
"1592",51,12,0,7,40,10.9,0.27,-1.32,4.09,1.41,0,3,0,-1,-1,1,4,1,0,0,0,0,0,3,0,4,1,0,1,28,1,0,1,0,1,0,0,0,0,0,9,4,0,0,1,3,1,3,1,16,0,13,12,4,169.26,0,38,0,8.5,2.14,335.5,0,0,2.6,0,6.77,0,0,0,0,0,1.5,0,5.74,0,0,2.93,0,7.11,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,0,0,1,0,0,0,"4","0","July","1","0","4","3","1","18.2","0","1","1","2","2","0","medium_spend_cust"
"1595",78,10,0,20,17,8.5,0.75,-0.28,0.69,-0.37,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,33,0,1,0,1,0,0,0,0,0,0,9,5,0,0,0,2,3,3,0,36,0,24,1,1,26.81,0,71,0,16.65,2.81,1174.15,0,0,2.71,0,7.1,0,0,0,1,27.25,3.31,1905,7.55,0,0,2.72,0,7.04,1,0,0,0,0,0,0,0,1,22,1,1,1,0,1,0,0,0,1,0,0,0,"3","1","January","3","1","2","5","1","9.5","1","3","3","3","2","0","low_spend_cust"
"1596",48,21,1,9,36,18.3,0.78,-0.24,5.8,1.76,0,3,1,23,5,2,3,0,0,0,0,0,0,3,1,5,1,0,1,34,1,0,0,0,0,0,0,0,0,0,9,3,0,1,1,4,4,2,0,30,0,29,13,3,125.98,0,71,0,20.15,3,1482.35,1,44.25,3.79,3170.9,8.06,1,55.2,3902.05,1,59.25,4.08,4090,8.32,1,45.8,3.82,3224.5,8.08,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,0,0,1,"5","1","December","3","0","1","5","0","23.6","0","1","4","2","3","3","medium_spend_cust"
"1597",65,14,0,4,9,12.5,0.28,-1.28,0.85,-0.16,0,1,1,15,3,3,5,3,2,0,0,0,0,0,0,3,1,0,1,32,1,0,1,0,0,0,0,0,0,1,9,5,0,0,0,1,3,4,0,27,0,24,7,7,76.34,0,66,0,33.2,3.5,2161.8,0,0,2.4,0,6.69,0,0,0,1,12.5,2.53,745,6.61,0,0,2.92,0,7.16,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,1,0,0,"1","0","December","2","1","2","4","0","4.2","0","4","2","3","2","0","low_spend_cust"
"1601",21,16,0,0,18,9.8,0.37,-0.99,1.39,0.33,1,1,1,15,3,6,0,0,0,0,0,0,0,0,1,1,1,1,4,22,1,0,0,1,0,0,0,0,0,0,9,6,0,1,1,3,4,2,0,3,0,3,5,5,61.15,0,7,0,6.75,1.91,55,1,19.25,2.96,153.8,5.04,0,0,0,1,29,3.37,165,5.11,0,0,2.54,0,4.78,0,1,0,1,1,1,1,0,1,15,0,0,1,0,1,1,0,0,0,0,0,0,"1","0","January","2","0","1","1","0","8.3","0","2","2","4","1","1","low_spend_cust"
"1609",51,14,0,10,99,15.4,4.67,1.54,10.58,2.36,0,5,0,-1,-1,1,5,0,0,0,0,0,0,5,1,2,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,5,0,1,0,4,2,3,0,18,0,12,9,6,592.36,0,40,1,6.55,1.88,272.05,1,39.25,3.67,1535.3,7.34,1,52.25,2037.95,1,21.25,3.06,815,6.7,1,70.25,4.25,2695.4,7.9,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,0,1,0,1,"1","1","July","1","0","3","4","0","39.4","0","3","3","1","2","1","medium_spend_cust"
"1614",47,17,0,4,90,7.6,0.44,-0.81,6.4,1.86,0,3,0,-1,-1,1,2,1,1,0,0,0,0,0,1,1,1,0,3,24,0,0,1,0,0,0,1,0,0,1,9,4,0,1,1,1,1,3,0,2,0,2,14,5,268.34,1,10,0,8.3,2.12,85.55,1,25.5,3.24,288.1,5.66,0,0,0,1,12,2.48,105,4.65,0,0,2.54,0,4.85,1,0,0,1,1,1,1,0,1,18,1,1,1,0,0,1,0,1,0,0,0,0,"4","0","November","2","0","3","4","1","63.5","0","2","3","2","1","0","medium_spend_cust"
"1615",72,19,0,10,25,3.7,0.14,-1.98,0.79,-0.24,1,4,0,-1,-1,1,3,0,3,0,0,0,0,0,0,1,0,0,3,25,0,0,1,0,0,0,0,0,0,0,2,4,0,0,1,2,3,3,0,2,0,1,4,4,75.73,1,4,1,4.5,1.5,11,0,0,2.28,0,4.01,1,31.95,90.55,0,0,1.75,0,3.09,1,17,2.83,55.75,4.02,0,0,1,0,1,0,0,1,1,24,1,0,1,0,1,1,1,0,0,0,0,0,"1","1","December","3","0","2","3","0","9.2","0","3","4","4","2","1","low_spend_cust"
"1621",56,15,0,5,26,14.1,0.41,-0.89,3.26,1.18,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,19,1,0,0,0,0,0,0,0,0,0,9,5,1,0,0,1,1,4,1,4,0,4,11,6,136.8,0,4,0,3.7,1.31,10.55,1,9.5,2.25,27.8,3.33,0,0,0,0,0,1.75,0,2.3,0,0,2.54,0,3.51,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,1,0,"2","0","July","2","0","2","3","0","14.5","0","2","3","2","1","0","medium_spend_cust"
"1623",54,12,0,11,58,15.4,0.85,-0.16,8.08,2.09,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,24,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,4,4,3,0,4,0,4,18,7,265.7,0,17,0,7.9,2.07,122.65,0,0,2.25,0,4.37,0,0,0,0,0,1.61,0,3.69,0,0,2.93,0,4.92,0,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,0,0,0,0,0,0,"1","1","October","2","0","1","5","0","27.2","0","3","4","1","2","1","medium_spend_cust"
"1625",64,13,0,7,58,18.7,0.98,-0.02,9.87,2.29,0,4,0,-1,-1,1,6,1,0,0,0,2,0,3,1,2,0,0,3,23,1,0,1,0,0,1,0,0,0,1,9,4,0,0,0,4,3,3,0,10,0,10,9,6,309.43,0,19,1,6.6,1.89,96.8,0,0,2.48,0,5.72,0,0,0,0,0,1.95,0,5.16,0,0,2.54,0,5.76,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,1,1,0,0,0,0,0,"3","1","October","1","0","1","5","1","25.9","0","2","3","4","2","0","medium_spend_cust"
"1643",23,12,0,2,18,4.1,0.26,-1.35,0.48,-0.73,0,1,1,12,2,4,1,0,0,1,0,0,0,0,1,4,1,0,1,27,1,0,0,1,1,0,1,1,0,0,9,5,0,1,1,5,4,2,0,5,0,5,12,8,164.34,0,28,0,7.95,2.07,226.35,0,0,2.6,0,5.51,0,0,0,0,0,1.56,0,4.17,0,0,2.68,0,5.3,0,0,0,0,0,0,0,0,1,15,1,1,1,0,1,0,0,0,0,0,0,0,"5","1","August","1","0","3","2","1","9.9","0","3","4","2","1","0","medium_spend_cust"
"1653",34,17,1,6,31,7.9,1.21,0.19,1.24,0.22,0,4,1,16,3,5,0,0,0,0,0,0,0,0,1,2,1,0,1,18,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,4,4,1,16,0,15,6,5,65.28,0,54,0,14.2,2.65,745.45,0,0,2.28,0,6.3,1,37.25,2013.75,1,31,3.43,1670,7.42,1,29.85,3.4,1595.25,7.37,1,1,1,0,0,0,0,1,1,19,1,1,1,1,1,1,1,1,1,0,0,0,"1","0","November","1","0","4","2","0","13.9","0","2","1","2","1","4","low_spend_cust"
"1655",41,11,0,4,33,4.2,0.6,-0.51,0.79,-0.24,0,3,0,-1,-1,3,10,0,2,0,0,0,0,8,0,2,1,1,1,29,1,0,0,0,0,0,1,1,1,0,9,6,1,0,0,2,1,1,0,17,1,14,10,1,24.14,0,54,0,14.25,2.66,728.9,0,0,2.42,0,6.42,0,0,0,1,13.25,2.58,645,6.47,0,0,2.8,0,6.64,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","June","2","0","1","2","0","14.2","0","3","4","2","3","0","medium_spend_cust"
"1665",29,14,0,5,22,10,0.69,-0.37,1.51,0.41,0,3,0,-1,-1,2,4,2,0,0,0,2,0,0,0,4,1,1,1,30,1,0,0,0,0,0,0,0,0,1,9,4,0,0,0,2,4,2,0,9,0,5,7,2,30.41,0,19,0,6.05,1.8,117.5,0,0,2.44,0,5.2,0,0,0,0,0,1.56,0,4.17,0,0,2.93,0,5.5,0,0,0,0,1,0,0,0,1,27,1,0,1,0,1,1,1,0,1,0,0,0,"2","0","March","6","0","2","2","0","11","0","3","3","1","3","2","low_spend_cust"
"1675",35,15,1,8,20,11.6,0.96,-0.04,1.36,0.31,0,2,0,-1,-1,1,10,1,0,0,0,1,0,8,0,2,1,0,1,23,1,0,0,0,0,0,0,0,0,1,9,5,0,0,1,4,2,4,1,17,1,17,9,5,195.16,0,49,0,6.95,1.94,317.65,0,0,2.44,0,6.48,0,0,0,1,19.25,2.96,930,6.84,0,0,2.83,0,6.75,1,0,0,0,0,0,0,0,1,11,1,1,1,0,1,0,0,0,1,0,1,0,"1","1","October","4","0","2","2","0","7.9","0","3","1","2","3","3","medium_spend_cust"
"1683",39,21,0,3,210,10.2,1.26,0.23,20.16,3,1,2,0,-1,-1,2,7,0,0,0,0,0,0,7,1,2,1,0,1,36,1,0,0,0,0,0,0,1,0,1,9,3,1,0,0,1,1,3,0,10,0,10,12,2,82.61,0,40,1,6.5,1.87,264.25,1,28,3.33,1162.75,7.06,1,57.6,2142.65,1,18.5,2.92,730,6.59,1,74.9,4.32,2928.2,7.98,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,0,0,1,0,"5","1","January","1","0","1","4","1","96.8","0","4","2","3","1","2","medium_spend_cust"
"1696",55,11,0,13,61,14.9,0.32,-1.15,8.77,2.17,0,2,1,10,1,3,0,0,0,0,0,0,0,0,1,2,1,1,3,13,0,0,1,0,0,0,0,0,0,0,9,6,1,1,1,1,4,3,0,14,0,10,11,6,230.72,1,30,0,10.05,2.31,312.35,1,38.25,3.64,1093,7,0,0,0,1,9.25,2.22,255,5.54,0,0,2.93,0,6.33,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,1,"2","0","February","1","0","4","5","0","33.6","1","2","1","1","3","0","medium_spend_cust"
"1700",74,9,0,17,11,2.7,0.07,-2.71,0.23,-1.47,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,22,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,4,1,0,24,0,15,7,0,0,1,60,0,31,3.43,1828.8,0,0,2.35,0,6.56,0,0,0,1,24,3.18,1360,7.22,0,0,2.7,0,6.91,1,0,0,0,0,0,0,0,1,24,1,0,1,0,1,0,0,0,1,0,0,0,"1","1","May","1","1","1","3","0","3.9","0","4","4","3","2","3","low_spend_cust"
"1707",53,16,1,3,252,3.8,3.74,1.32,5.83,1.76,0,2,1,15,3,3,3,2,1,0,0,0,0,0,1,2,1,1,5,25,1,0,0,1,1,1,0,1,0,1,9,4,0,0,1,4,4,3,0,19,0,9,5,6,477.61,0,30,1,11.65,2.46,350.9,1,22.5,3.11,693.25,6.54,1,39.8,1120.6,0,0,1.98,0,5.39,1,31.2,3.44,924.5,6.83,1,1,1,1,0,1,1,1,1,17,1,1,1,1,1,1,1,0,0,0,0,0,"4","0","August","2","0","1","4","1","83.9","0","1","1","1","2","4","medium_spend_cust"
"1721",48,17,0,8,41,28.4,4.33,1.47,7.31,1.99,0,2,1,15,3,2,3,0,3,0,0,0,0,0,0,1,1,0,4,26,0,0,0,1,0,0,0,0,0,0,9,6,0,0,1,1,4,2,0,6,0,5,8,6,273.35,0,16,1,5.75,1.75,107.4,0,0,2.3,0,2.77,1,25.25,354.85,0,0,1.66,0,1.61,0,0,2.68,0,2.83,1,0,0,0,0,0,0,1,1,18,1,0,1,0,1,1,0,1,0,0,0,0,"2","1","January","1","0","2","3","0","20.3","0","4","4","1","2","3","medium_spend_cust"
"1727",73,14,1,11,39,13.1,1.58,0.46,3.53,1.26,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,5,0,0,1,41,1,0,0,0,1,0,0,0,0,0,9,4,1,0,0,2,4,1,0,31,0,21,10,5,66.6,0,54,0,16.3,2.79,879.85,0,0,2.4,0,6.47,0,0,0,1,15.25,2.72,805,6.69,0,0,2.83,0,6.81,0,0,0,0,0,1,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","December","1","0","3","5","0","10","0","3","4","3","2","0","medium_spend_cust"
"1730",24,17,1,1,21,13.5,0.54,-0.62,2.3,0.83,0,2,1,17,4,4,2,0,2,0,0,0,0,0,1,3,1,1,4,33,0,0,0,1,0,0,0,0,0,0,9,1,1,0,0,4,3,1,1,6,0,6,12,7,166.11,1,15,1,2.95,1.08,51.65,0,0,2.48,0,4.74,0,0,0,0,0,2.11,0,3.81,0,0,2.93,0,4.77,0,0,0,1,1,0,0,0,1,18,1,1,1,0,1,1,0,0,0,0,0,1,"4","0","March","5","0","4","2","1","11.7","0","3","4","1","3","0","medium_spend_cust"
"1734",42,15,0,8,47,5.2,0.75,-0.29,1.7,0.53,0,4,1,9,1,2,2,0,2,0,0,0,0,0,1,4,1,0,1,15,1,0,0,0,0,0,0,0,0,0,9,2,1,1,0,1,2,4,1,19,0,20,18,5,413.94,0,44,1,8.4,2.13,382.65,0,0,2.35,0,6,0,0,0,0,0,2.37,0,5.89,0,0,2.82,0,6.41,1,0,0,0,0,1,0,0,1,27,1,1,1,0,0,1,0,0,1,1,0,0,"2","1","July","1","0","3","3","1","30","0","3","3","1","3","0","high_spend_cust"
"1741",50,11,0,19,64,2.3,0.48,-0.73,0.99,-0.01,0,5,1,17,4,2,4,2,1,0,1,0,0,0,1,6,1,0,1,23,1,1,0,0,0,0,0,0,0,1,9,4,0,0,1,2,2,2,0,6,0,10,11,4,178.51,0,21,0,6.3,1.84,130.1,1,31.25,3.44,785.5,6.67,0,0,0,0,0,1.75,0,5.27,0,0,2.68,0,6.12,0,0,0,0,1,0,1,0,1,17,1,1,1,0,1,0,1,0,0,0,0,0,"1","0","May","6","0","1","3","0","35.1","1","1","1","3","3","4","medium_spend_cust"
